customerID,Probabilidad_Churn,Riesgo_Churn
3930-ZGWVE,0.19707438022998028,Bajo
2639-UGMAZ,0.050808538323588635,Bajo
2876-GZYZC,0.7299645303783531,Alto
6207-WIOLX,0.25373475138670554,Medio
8587-XYZSF,0.005536113064471844,Bajo
3091-FYHKI,0.7102032467451995,Alto
2372-HWUHI,0.43404910551937637,Alto
7799-LGRDP,0.014111665280190668,Bajo
7850-VWJUU,0.32433695654298855,Medio
3774-VBNXY,0.0019171319819363535,Bajo
6217-KDYWC,0.0038112310971496455,Bajo
0390-DCFDQ,0.6828030517466299,Alto
3146-MSEGF,0.016218995334729727,Bajo
4080-OGPJL,0.2917808383399032,Medio
1095-WGNGG,0.12900461787616413,Bajo
2636-SJDOU,0.07171700203770809,Bajo
1131-QQZEB,0.0029104284923015867,Bajo
5716-EZXZN,0.03410588653220472,Bajo
6837-BJYDQ,0.10094701405505048,Bajo
2135-RXIHG,0.5231368388926351,Alto
6440-DKQGE,0.06754377357729012,Bajo
3466-BYAVD,0.20327352355409092,Bajo
3780-YVMFA,0.3965259482473064,Alto
3874-EQOEP,0.6903348120084227,Alto
1679-JRFBR,0.1305114550016378,Bajo
9073-ZZIAY,0.011919547960806234,Bajo
3077-RSNTJ,0.12847482497648022,Bajo
6551-GNYDG,0.4988391230475784,Alto
9167-APMXZ,0.5821823993208535,Alto
2749-CTKAJ,0.030877307425986118,Bajo
6371-NZYEG,0.0554186850417413,Bajo
7554-NEWDD,0.05024452311874293,Bajo
8992-VONJD,0.21141773151192714,Bajo
0867-MKZVY,0.4319800036929636,Alto
4482-EWFMI,0.6893096792948448,Alto
4648-YPBTM,0.029597414009389363,Bajo
2907-ILJBN,0.054072747845391664,Bajo
6345-FZOQH,0.0019284723567211616,Bajo
3376-BMGFE,0.586075901966617,Alto
5997-OPVFA,0.016393080001121402,Bajo
3445-HXXGF,0.16257064641349586,Bajo
1159-WFSGR,0.10089149427091565,Bajo
7654-YWJUF,0.07863417644759949,Bajo
1875-QIVME,0.7525064018858638,Alto
6727-IOTLZ,0.08088078324793545,Bajo
0691-JVSYA,0.2200282647477949,Bajo
5918-VUKWP,0.021406566519785515,Bajo
1744-JHKYS,0.07518503514956534,Bajo
2656-FMOKZ,0.6433790263622381,Alto
2070-FNEXE,0.40853142580056434,Alto
5947-SGKCL,0.5947374956625355,Alto
3712-PKXZA,0.006843734722665942,Bajo
6317-YPKDH,0.4538648383706733,Alto
6582-OIVSP,0.3798024401867231,Alto
9367-WXLCH,0.6087948405004392,Alto
5524-KHNJP,0.0647800764925301,Bajo
1918-ZBFQJ,0.56298600808524,Alto
1024-GUALD,0.6742635648128958,Alto
4827-USJHP,0.2334341463661285,Bajo
8167-GJLRN,0.4533198939257953,Alto
0956-SYCWG,0.07874602304815946,Bajo
8017-UVSZU,0.11896636685498228,Bajo
7100-FQPRV,0.04468299383342337,Bajo
2472-OVKUP,0.6638542385704288,Alto
2984-RGEYA,0.0013403482031121951,Bajo
9680-NIAUV,0.052254892573188556,Bajo
2146-EGVDT,0.002327796433209523,Bajo
2604-IJPDU,0.3548551204131243,Alto
9178-JHUVJ,0.02775191506266308,Bajo
6168-YBYNP,0.38401989439292145,Alto
7255-SSFBC,0.06633141475629852,Bajo
3645-DEYGF,0.15617768255255302,Bajo
9323-HGFWY,0.19949224381637698,Bajo
8544-GOQSH,0.35390793789336733,Alto
3363-DTIVD,0.0731994271324725,Bajo
7018-WBJNK,0.5122939659523937,Alto
9142-KZXOP,0.1926410096247981,Bajo
7674-YTAFD,0.12919363278314136,Bajo
6348-SNFUS,0.006971016693096761,Bajo
1285-OKIPP,0.6698301743209758,Alto
7825-ECJRF,0.45751625883418795,Alto
1347-KTTTA,0.1202607727015517,Bajo
7841-TZDMQ,0.4245749912353503,Alto
4195-NZGTA,0.5914677005717391,Alto
7157-SMCFK,0.0021364436134118283,Bajo
4709-LKHYG,0.027662264700145572,Bajo
2504-DSHIH,0.6256356989369839,Alto
0699-NDKJM,0.11000058502957986,Bajo
9286-BHDQG,0.0029610589162374465,Bajo
0230-WEQUW,0.011211418367352843,Bajo
2040-LDIWQ,0.021961951711707315,Bajo
6496-JDSSB,0.6095819543840462,Alto
9408-SSNVZ,0.6717408454915877,Alto
4443-EMBNA,0.002479871536880863,Bajo
6469-MRVET,0.14841222668502008,Bajo
0742-MOABM,0.2589061704889446,Medio
5961-VUSRV,0.08030410396428452,Bajo
6778-JFCMK,0.22310090740211974,Bajo
6341-JVQGF,0.07024384918446645,Bajo
2232-DMLXU,0.43734513891191734,Alto
4811-JBUVU,0.423151801624163,Alto
0945-TSONX,0.027431209865877142,Bajo
2651-ZCBXV,0.07952266445249606,Bajo
3316-UWXUY,0.1429402553375994,Bajo
8937-RDTHP,0.5797410962948363,Alto
7083-MIOPC,0.0015380656401154497,Bajo
1984-GPTEH,0.09364110643840758,Bajo
1251-KRREG,0.48155385963454583,Alto
0621-JFHOL,0.1499768766886379,Bajo
9903-LYSAB,0.6434321066947977,Alto
0094-OIFMO,0.7239079894833758,Alto
9227-UAQFT,0.02969556599622777,Bajo
7301-ABVAD,0.018162555289376513,Bajo
6614-FHDBO,0.060608444174941135,Bajo
7576-ASEJU,0.04662330107515835,Bajo
9058-HRZSV,0.17050311445731992,Bajo
4522-AKYLR,0.39570648423499855,Alto
0221-WMXNQ,0.5267793162874992,Alto
0303-UNCIP,0.09736855289600696,Bajo
9947-OTFQU,0.5775695033906134,Alto
0322-YINQP,0.3548746807995366,Alto
0959-WHOKV,0.2596313386427556,Medio
4075-JFPGR,0.14809828871618771,Bajo
4629-NRXKX,0.5548295048629861,Alto
9514-JDSKI,0.6424242626758737,Alto
3282-ZISZV,0.07964852551203609,Bajo
3675-YDUPJ,0.17431411314168438,Bajo
4111-BNXIF,0.024983948460132487,Bajo
7017-VFHAY,0.04428052339035992,Bajo
6655-LHBYW,0.1234185898278931,Bajo
4959-JOSRX,0.4347033712487574,Alto
5046-NUHWD,0.34545448548767216,Medio
7273-TEFQD,0.723436797562564,Alto
3606-TWKGI,0.7686369004963255,Alto
7529-ZDFXI,0.40391581074454735,Alto
7605-BDWDC,0.04134917633414758,Bajo
1950-KSVVJ,0.14339123046988855,Bajo
0123-CRBRT,0.01529781985069795,Bajo
6292-TOSSS,0.006762580935951513,Bajo
3197-ARFOY,0.40248249970849154,Alto
6323-AYBRX,0.003137618982135617,Bajo
7014-ZZXAW,0.0033919558625416083,Bajo
4385-GZQXV,0.6332912307769628,Alto
7633-MVPUY,0.011284849533715101,Bajo
6366-ZGQGL,0.5038864044273865,Alto
4716-HHKQH,0.5755542072309981,Alto
5940-AHUHD,0.5589233840971002,Alto
6432-TWQLB,0.5941739815903191,Alto
4484-GLZOU,0.5369916356342886,Alto
3179-GBRWV,0.21755898093848466,Bajo
8645-KWHJO,0.5274229030612697,Alto
4130-MZLCC,0.27574177958816026,Medio
0314-TKOSI,0.20554155190303877,Bajo
8229-MYEJZ,0.3042385976040445,Medio
2080-SRCDE,0.20323599243544632,Bajo
9577-WJVCQ,0.032169857352633564,Bajo
9512-UIBFX,0.48470565287348094,Alto
6202-DYYFX,0.35949146859400527,Alto
3808-HFKDE,0.3253821466460839,Medio
5583-SXDAG,0.6293733613499918,Alto
3488-PGMQJ,0.6396538183794996,Alto
3580-REOAC,0.343248290178349,Medio
7534-BFESC,0.6180164144275065,Alto
3727-OWVYD,0.038268164710265076,Bajo
2294-SALNE,0.11222773147819423,Bajo
4847-TAJYI,0.7839451217582776,Alto
1563-IWQEX,0.12025514901407793,Bajo
8203-XJZRC,0.19609729011173616,Bajo
6556-DBKZF,0.030794499062422417,Bajo
6851-WEFYX,0.6923587731352348,Alto
2985-JUUBZ,0.3155050738103259,Medio
6390-DSAZX,0.46561393486203845,Alto
0895-LMRSF,0.2048411211100198,Bajo
8098-LLAZX,0.8392243862589956,Alto
8266-VBFQL,0.6151915796429437,Alto
8181-YHCMF,0.01208360198107325,Bajo
2240-HSJQD,0.3101447017324208,Medio
1248-DYXUB,0.005270104723996273,Bajo
0265-EDXBD,0.5596761948175879,Alto
4115-BNPJY,0.04366182191057539,Bajo
3167-SNQPL,0.4866138860827614,Alto
4091-TVOCN,0.0738669151766864,Bajo
1098-TDVUQ,0.2365091129085146,Bajo
7277-OZCGZ,0.37175476610547475,Alto
1557-EMYVT,0.07962669050249122,Bajo
2799-ARNLO,0.7093533535455591,Alto
7563-BIUPC,0.712610285147979,Alto
5027-YOCXN,0.09178734217022246,Bajo
3973-SKMLN,0.0021209873372700434,Bajo
2321-OMBXY,0.031771203431221785,Bajo
2840-XANRC,0.6876090288170337,Alto
6745-JEFZB,0.3955810483482357,Alto
5020-ZSTTY,0.03967256592434267,Bajo
9880-TDQAC,0.019573627018986968,Bajo
8705-WZCYL,0.5257598007540257,Alto
7102-JJVTX,0.09962666955711438,Bajo
8626-PTQGE,0.01308846636858627,Bajo
4983-CLMLV,0.3173386563797588,Medio
5701-YVSVF,0.6185926898831543,Alto
5804-LEPIM,0.7243667600537965,Alto
5697-GOMBF,0.38683633639692877,Alto
2739-CACDQ,0.6072300918112471,Alto
9385-EHGDO,0.012338922008566648,Bajo
9498-FIMXL,0.10733781124144481,Bajo
2379-GYFLQ,0.24358364706358449,Bajo
0122-OAHPZ,0.7209062026076283,Alto
2868-SNELZ,0.6235799291826497,Alto
4322-RCYMT,0.026295390493320935,Bajo
6680-NENYN,0.28910913878431405,Medio
2088-IEBAU,0.02803988330135332,Bajo
7982-VCELR,0.4400809058739869,Alto
1343-EHPYB,0.4591213039245443,Alto
6035-BXTTY,0.0897605682596691,Bajo
6885-PKOAM,0.013181401392394772,Bajo
7520-HQWJU,0.03589002222677589,Bajo
9639-BUJXT,0.004786903371973095,Bajo
5924-SNGKP,0.014612022289795279,Bajo
0021-IKXGC,0.7957534680167297,Alto
2034-GDRCN,0.7696050291661786,Alto
8966-SNIZF,0.0016222879501167483,Bajo
6243-OZGFH,0.5304059524884902,Alto
4654-DLAMQ,0.0761112585234999,Bajo
0513-RBGPE,0.02273707262271382,Bajo
5160-UXJED,0.10243142685764509,Bajo
4115-NZRKS,0.7745708106351725,Alto
0219-YTZUE,0.5618855665880199,Alto
0623-IIHUG,0.4218134361726226,Alto
4572-DVCGN,0.5952004801340104,Alto
3351-NGXYI,0.38509756570446224,Alto
8984-EYLLL,0.13059336032595953,Bajo
9057-MSWCO,0.1789920980586595,Bajo
9833-TGFHX,0.22053640458436194,Bajo
9294-TDIPC,0.13054042625358425,Bajo
5229-DTFYB,0.10461747337278543,Bajo
0104-PPXDV,0.024179877904709872,Bajo
5176-LMJXE,0.008246482549067546,Bajo
3583-KRKMD,0.3591633421384838,Alto
1010-DIAUQ,0.6029270323156156,Alto
9069-LGEUL,0.20538324056289725,Bajo
7302-ZHMHP,0.19821501975787567,Bajo
9571-EDEBV,0.20616424110840978,Bajo
3520-FJGCV,0.04738883248646194,Bajo
6563-VRERX,0.017720080347355293,Bajo
0259-GBZSH,0.789849245625018,Alto
6122-EFVKN,0.030492687185941968,Bajo
2805-EDJPQ,0.11412445912596517,Bajo
6862-CQUMB,0.4280202383214565,Alto
7156-MXBJE,0.07501750645269825,Bajo
6158-HDPXZ,0.5271702552734029,Alto
9601-BRXPO,0.5345106419644007,Alto
2863-IMQDR,0.022976534994108257,Bajo
5686-CMAWK,0.2963933124344243,Medio
5651-CRHKQ,0.10200059452331561,Bajo
6905-NIQIN,0.3333632728500744,Medio
8204-YJCLA,0.01212136115480452,Bajo
5167-ZFFMM,0.6889080632991026,Alto
6583-SZVGP,0.18239612011481818,Bajo
4895-TMWIR,0.1500509434706787,Bajo
0533-BNWKF,0.3754465590403453,Alto
1708-PBBOA,0.07056703394432941,Bajo
8782-LKFPK,0.4541937907567188,Alto
5522-JBWMO,0.381373333569379,Alto
3597-MVHJT,0.614676406289175,Alto
9774-NRNAU,0.3083764036197804,Medio
0224-RLWWD,0.5599261398669801,Alto
9967-ATRFS,0.08635674687546696,Bajo
3951-NJCVI,0.6424914739422001,Alto
2977-CEBSX,0.020707052646627862,Bajo
0177-PXBAT,0.43800325617269553,Alto
6599-CEBNN,0.2979455664657677,Medio
2519-ERQOJ,0.3780017951331644,Alto
5876-QMYLD,0.029140326956638474,Bajo
2277-AXSDC,0.02141260968388039,Bajo
9442-JTWDL,0.06331730933973431,Bajo
0979-PHULV,0.30656005522017316,Medio
3067-SVMTC,0.0074278623598744015,Bajo
5495-GPSRW,0.03383129535148581,Bajo
7606-BPHHN,0.0020769978229658198,Bajo
4742-DRORA,0.11569188752280841,Bajo
0111-KLBQG,0.4489652266335982,Alto
4800-VHZKI,0.2535231450777447,Medio
7989-CHGTL,0.2542700553418682,Medio
0334-GDDSO,0.7388893971823431,Alto
4163-NCJAK,0.021119072388533958,Bajo
5233-AOZUF,0.5473724368180813,Alto
5973-EJGDP,0.2649820095147295,Medio
1996-DBMUS,0.27114652948232093,Medio
7916-VCCPB,0.3098391087883033,Medio
4686-GEFRM,0.05710686544732707,Bajo
5249-QYHEX,0.013787376717264023,Bajo
0578-SKVMF,0.40451587029005986,Alto
5564-NEMQO,0.6524278175884042,Alto
2233-FAGXV,0.231069263515705,Bajo
5605-IYGFG,0.5652025924274283,Alto
7663-ZTEGJ,0.15245803108637393,Bajo
3935-TBRZZ,0.014545213513149115,Bajo
8111-BKVDS,0.2565560487673587,Medio
2055-SIFSS,0.08475400702474038,Bajo
2806-MLNTI,0.3108994770444368,Medio
8734-DKSTZ,0.6187745285307832,Alto
4360-PNRQB,0.5505147227912673,Alto
6152-ONASV,0.010930803105062944,Bajo
9063-ZGTUY,0.011084111607724887,Bajo
7781-HVGMK,0.010449816264085319,Bajo
2181-UAESM,0.32860993195608823,Medio
2957-LOLHO,0.31827255505561514,Medio
6048-NJXHX,0.015458993686775313,Bajo
2320-SLKMB,0.2681798475438431,Medio
4980-URKXC,0.01769986488346211,Bajo
4376-KFVRS,0.051742616539841475,Bajo
5886-VLQVU,0.38878317816747326,Alto
3577-AMVUX,0.2779014376490722,Medio
0771-WLCLA,0.510843831062027,Alto
5628-RKIFK,0.34598723873687076,Medio
0206-TBWLC,0.1571014819240672,Bajo
2937-FTHUR,0.2535721023017785,Medio
1910-FMXJM,0.397179003042581,Alto
7752-XUSCI,0.4724091899113133,Alto
4110-PFEUZ,0.5620668295378792,Alto
0732-OCQOC,0.006668591199108856,Bajo
5168-MSWXT,0.688130998380031,Alto
1090-ESELR,0.020915921444193786,Bajo
8592-PLTMQ,0.006901139477030689,Bajo
5760-WRAHC,0.18754948887861672,Bajo
8847-GEOOQ,0.09643586210079505,Bajo
0256-LTHVJ,0.468578442204072,Alto
4785-FCIFB,0.00433404680023467,Bajo
8313-NDOIA,0.6846219611858051,Alto
5149-CUZUJ,0.1259779362211886,Bajo
0942-KOWSM,0.033987829903279296,Bajo
4237-CLSMM,0.1921609442160782,Bajo
1452-VOQCH,0.7589145091287677,Alto
4719-UMSIY,0.1253398120623115,Bajo
6614-VBEGU,0.2948194571194448,Medio
0880-TKATG,0.7062342884383125,Alto
3811-VBYBZ,0.7679795903913965,Alto
1480-BKXGA,0.07428094070751086,Bajo
2996-XAUVF,0.013652409359773658,Bajo
9076-AXYIK,0.1285403613090322,Bajo
5968-XQIVE,0.1359124733961276,Bajo
8896-RAZCR,0.005346931429298571,Bajo
4640-UHDOS,0.3162461700781611,Medio
4933-IKULF,0.05924877123522419,Bajo
3583-EKAPL,0.5750233690188817,Alto
1304-BCCFO,0.48804398593829823,Alto
4104-PVRPS,0.09066950997148489,Bajo
9399-APLBT,0.5966314286350913,Alto
2359-KMGLI,0.5408472962089542,Alto
3780-DDGSE,0.20356108287669114,Bajo
4431-EDMIQ,0.22045196976903866,Bajo
0306-JAELE,0.6585292605277046,Alto
6227-HWPWX,0.3449331924102418,Medio
0486-LGCCH,0.03066932749656994,Bajo
0447-BEMNG,0.11854975396491196,Bajo
4612-SSVHJ,0.6418119431121291,Alto
5168-MQQCA,0.1495274341733561,Bajo
5949-XIKAE,0.5980352714401449,Alto
7971-HLVXI,0.05992286163957788,Bajo
9094-AZPHK,0.7230661347523342,Alto
3649-JPUGY,0.023280171515448263,Bajo
4472-LVYGI,0.24134951292768908,Bajo
8372-JUXUI,0.7080895462051302,Alto
3552-CTCYF,0.10968150271473588,Bajo
6778-YSNIH,0.5212728344098494,Alto
0388-EOPEX,0.5913330363656404,Alto
5756-OZRIO,0.04580081396121646,Bajo
6579-JPICP,0.1958048782579966,Bajo
8205-OTCHB,0.21456186871414965,Bajo
4134-BSXLX,0.06793618969379817,Bajo
0505-SPOOW,0.0016651531169196128,Bajo
6235-VDHOM,0.5415909652567669,Alto
7783-YKGDV,0.5108665080144397,Alto
4374-YMUSQ,0.160821057682374,Bajo
4513-CXYIX,0.044498703052858884,Bajo
3957-HHLMR,0.016631119807823405,Bajo
7803-XOCCZ,0.08896483406317163,Bajo
5736-YEJAX,0.009519659664519982,Bajo
5609-CEBID,0.6788771805629151,Alto
8981-FJGLA,0.5716085495874847,Alto
7218-HKQFK,0.687966888368478,Alto
4636-QRJKY,0.5704940043225157,Alto
1135-LMECX,0.19684214861006977,Bajo
4332-MUOEZ,0.13391322363890457,Bajo
8535-SFUTN,0.38575972520334856,Alto
5956-VKDTT,0.7694258145439067,Alto
8677-HDZEE,0.3048110947937443,Medio
2475-MROZF,0.24218189785116645,Bajo
9412-GHEEC,0.3564429588341907,Alto
3482-ABPKK,0.03990571300911277,Bajo
6705-LXORM,0.6327045881708507,Alto
0257-ZESQC,0.32678810969365013,Medio
7531-GQHME,0.11254760270366924,Bajo
5174-ITUMV,0.22278325110708422,Bajo
4109-CYRBD,0.352876323782975,Alto
0913-XWSCN,0.21735806780435687,Bajo
6825-UYPFK,0.4250303207094461,Alto
8397-MVTAZ,0.6720176197307558,Alto
0750-EBAIU,0.12382701671232606,Bajo
8606-CIQUL,0.0586343084499342,Bajo
3571-DPYUH,0.099855249273155,Bajo
7601-GNDYK,0.008809762298505521,Bajo
0356-OBMAC,0.09942375448918965,Bajo
8067-NIOYM,0.019575223515976417,Bajo
1403-GYAFU,0.0012712340187338125,Bajo
4234-XTNEA,0.7341112096764452,Alto
1297-VQDRP,0.1639552045409729,Bajo
9282-IZGQK,0.7940420538378191,Alto
5348-CAGXB,0.731798438087144,Alto
0621-HJWXJ,0.18733170085090295,Bajo
5844-QVTAT,0.04695741847969234,Bajo
8905-IAZPF,0.13867442690998327,Bajo
5394-MEITZ,0.018778473482456513,Bajo
6859-QNXIQ,0.048222929873352714,Bajo
2782-LFZVW,0.4890100550381529,Alto
2866-IKBTM,0.1974296411854712,Bajo
1342-JPNKI,0.6675588723807869,Alto
2817-NTQDO,0.2929168014870106,Medio
7129-AZJDE,0.20472670446267088,Bajo
6986-IJDHX,0.2906254284582927,Medio
2560-PPCHE,0.1464794341874125,Bajo
4676-MQUEA,0.19899762711739014,Bajo
8138-EALND,0.10542925841215525,Bajo
3580-HYCSP,0.06624450555816812,Bajo
1352-HNSAW,0.04638149233568531,Bajo
2075-PUEPR,0.002866128569175451,Bajo
1982-FEBTD,0.028599642619882834,Bajo
5301-GAUUY,0.3934936198865784,Alto
5791-KAJFD,0.04069692198635007,Bajo
2654-VBVPB,0.18141126428344698,Bajo
1154-HYWWO,0.03221672330118609,Bajo
2501-XWWTZ,0.5335133735697095,Alto
3716-UVSPD,0.41463868443213503,Alto
6815-ABQFQ,0.24915589474052832,Bajo
7343-EOBEU,0.30598524826492596,Medio
3701-SFMUH,0.25631711540716745,Medio
6103-LIANB,0.13267714312089213,Bajo
7319-VENRZ,0.2564239986605686,Medio
5846-NEQVZ,0.006349749376344529,Bajo
6967-QIQRV,0.22106068596952386,Bajo
5781-RFZRP,0.008044453897911754,Bajo
0939-YAPAF,0.6560561703341568,Alto
0308-IVGOK,0.18790191077103022,Bajo
7293-LSCDV,0.0029545472270167228,Bajo
7025-WCBNE,0.020461327315377104,Bajo
5756-JYOJT,0.12982857590030514,Bajo
4710-FDUIZ,0.19293173217204657,Bajo
6030-REHUX,0.6207898247592869,Alto
9548-LIGTA,0.01540158739314197,Bajo
5150-LJNSR,0.17296592319491433,Bajo
8270-RKSAP,0.6278488786332571,Alto
6522-YRBXD,0.48806589626394253,Alto
2640-LYMOV,0.24424643305825197,Bajo
1218-VKFPE,0.09782169016025702,Bajo
3627-FHKBK,0.4462682155266531,Alto
2865-TCHJW,0.80819884254355,Alto
1423-BMPBQ,0.2118855043725082,Bajo
2393-DIVAI,0.2339844617499775,Bajo
5192-EBGOV,0.8216482343885567,Alto
4568-KNYWR,0.019858424637166347,Bajo
8752-IMQOS,0.072524152246594,Bajo
0742-LAFQK,0.08418168239436827,Bajo
0795-LAFGP,0.015450801060979074,Bajo
0619-OLYUR,0.06891813005935231,Bajo
5512-IDZEI,0.01724385403181908,Bajo
0459-SPZHJ,0.018942312382575453,Bajo
0215-BQKGS,0.24499582053620503,Bajo
9244-ZVAPM,0.3789828481916114,Alto
0719-SYFRB,0.23780838312246205,Bajo
8208-EUMTE,0.06395462311126401,Bajo
5172-MIGPM,0.36568090510891055,Alto
1710-RCXUS,0.20709652521473795,Bajo
0374-FIUCA,0.0031388891213272587,Bajo
5839-SUYVZ,0.3788057933185748,Alto
5173-ZXXXL,0.10560400347851201,Bajo
1096-ADRUX,0.0816786470788577,Bajo
2001-MCUUW,0.14172813357201533,Bajo
2731-GJRDG,0.25075719490162396,Medio
4723-BEGSG,0.013500390599556548,Bajo
6516-NKQBO,0.02117843425709194,Bajo
8672-OAUPW,0.015408956525532948,Bajo
8207-DMRVL,0.03526879637188942,Bajo
3419-SNJJD,0.2660573892565423,Medio
6543-CPZMK,0.46387085883204127,Alto
4765-OXPPD,0.10592235291297442,Bajo
2804-ETQDK,0.0016975555482106439,Bajo
6689-VRRTK,0.27796159116904806,Medio
7138-GIRSH,0.026028875330533385,Bajo
9396-ZSFLL,0.31108899766013137,Medio
